ticker,intercept,beta,r2,n
QBTS,0.5751810332405886,0.5229541477067576,0.1462665087935766,16003.0
IONQ,0.595841683699676,0.3244150322519179,0.10947116775520649,16001.0
RGTI,0.5992102841770417,0.3542298568468308,0.16441290272800924,15971.0
QUBT,0.36561201011252764,0.760934454470659,0.08858556388045113,15910.0
