train_group,test_group,r2,mae,smape,dm_stat_vs_own,dm_p_vs_own
group1,group1,-0.5188130317355311,0.26363755984809323,1.047715071258235,,
group2,group2,-0.027075456875463866,0.23608907421828587,1.1825478177313253,,
group1,group2,-0.32165257220280496,0.269300085589291,1.3370019139963125,,
group2,group1,-0.4811299856032525,0.24700399495159986,1.0121391743399974,,
